Titre;Ville;Date début;Date de fin
Visite animée de découverte de l'espace Montagne sous le regard d'un écrivain, amoureux de la montagne: Samivel;Chambéry;2015-09-19;2015-09-19
Visite gratuite du Musée du Félicien;Argentine;2014-05-17;2014-05-17
Visites guidées de l'Ancien Hôpital;Chambéry;2016-09-17;2016-09-17
Centre de tri Valespace;Chambéry;2016-09-17;2016-09-17
Moustique tigre : Faisons équipe avant qu'il pique !;Chambéry;2016-10-08;2016-10-09
Radiothérapie;Chambéry;2017-10-13;2017-10-13
Une ville, un sculpteur : Chambéry expose Livio Benedetti;Chambéry;2017-09-16;2017-09-17
Scène des Elephants;Chambéry;2017-06-21;2017-06-21
Speriamo Che, Espérons que;Séez;2017-09-16;2017-09-17
À la découverte de l’atelier de reliure;Chambéry;2017-09-16;2017-09-17
La nouvelle jeunesse d'une vieille dame !;Bozel;2017-09-16;2017-09-16
Moulin de Saint-Germain;Séez;2017-09-16;2017-09-17
L'usine de dépollution des eaux usées de Chambéry;Chambéry;2017-09-16;2017-09-16
Visite guidée de la vieille ville fortifiée;Montmélian;2017-09-17;2017-09-17
Terrasse de la Tour mi-ronde;Chambéry;2017-09-16;2017-09-17
Moulin de Villard-Léger;Villard-Léger;2017-09-16;2017-09-17
Conflans sonore;Albertville;2017-09-17;2017-09-17
A la découverte des oiseaux du lac;Le Bourget-du-Lac;2017-09-17;2017-09-17
Visite commentée de la bibliothèque des Amis du Vieux Conflans;Albertville;2017-09-16;2017-09-17
Chapelle Saint Jean- Baptiste;Montgirod;2017-09-16;2017-09-16
Alps-Chambéry I MASTERCLASS : Setting up your company in France;Le Bourget-du-Lac;2017-03-03;2017-03-03
Visite accompagnée;Chambéry;2016-09-17;2016-09-18
Exposition temporaire 'Savoyard tête de l'Art';Modane;2016-09-17;2016-09-18
Les lieux de pouvoir à Moûtiers;Moutiers;2016-09-17;2016-09-18
AGRIENERGIE;Chambéry;2016-10-08;2016-10-09
rallye vis ta ville;Albertville;2017-01-20;2017-01-20
Néandertal au feu et Cro-magnon à la cuisine : ou l'évolution de la cuisine partagée;Saint-Maurice-de-Rotherens;2016-10-15;2016-10-15
Le fer et la pierre, découverte des techniques de construction et de rénovation des Eglises;Aiguebelle;2016-09-17;2016-09-17
Visite libre du Musée Faure;Aix-les-Bains;2016-09-17;2016-09-18
Visite commentée de l'école du Centre Robert Bruyère par les architectes en charge de la réhabilitation (IcmArchitectures);Aix-les-Bains;2016-09-17;2016-09-18
Expositions Sancta Capella et Le mobilier contemporain de la Sainte-Chapelle;Chambéry;2016-09-17;2016-09-18
Soirée Internationale I Digital Savoie - French Tech in the Alps;Le Bourget-du-Lac;2016-09-28;2016-09-28
Eglise St Jean l'Evangéliste à Barby - Savoie- (73230);Barby;2016-07-02;2016-07-02
Salons d'Honneur;Chambéry;2016-09-17;2016-09-18
Animations en libre accès;Chambéry;2017-10-13;2017-10-14
Résidence d'artistes au collège;Montmélian;2017-10-13;2017-10-13
Matinée dégustation Diots;Saint-Béron;2018-03-04;2018-03-04
Visite gourmande;Aussois;2018-05-19;2018-05-19
TPE-PME 2.0 : la Région accélère votre transformation numérique !;Chambéry;2018-05-29;2018-05-29
Spectacle - lecture.;Montsapey;2018-09-16;2018-09-16
Agroalimentaire amp Digital - La bonne recette !;Le Bourget-du-Lac;2018-02-22;2018-02-22
La Grande semaine de la Petite Enfance;COGNIN;2018-03-12;2018-03-18
Le souvenir des usiniers en partage par l'image.;Cognin;2018-09-15;2018-09-16
Visite commentée du cinéma Jean Renoir.;Chambéry;2018-09-15;2018-09-16
Exposition '100 000 soldats américains à Aix-les-Bains - 1918/2018'.;Aix-les-Bains;2018-09-15;2018-09-16
Visite libre de la Sainte-Chapelle.;Chambéry;2018-09-15;2018-09-16
Visite commentée de L'église Saint-Maurice.;Chamousset;2018-09-15;2018-09-16
La cathédrale Saint-François-De-Sales : à la rencontre des orgues.;Chambéry;2018-09-15;2018-09-16
MOUSSU T E LEI JOVENTS;Barberaz;2018-11-24;2018-11-24
CHARLIE'S FRONTIER FUN TOWN;Barberaz;2018-11-22;2018-11-22
JJ séjour ski;Fontcouverte-la Toussuire;2019-02-02;2019-02-09
Confection de mangeoire en osier;Chambéry;2018-09-16;2018-09-16
Val Cenis Lanslevillard - Chapelle St Roch;Lanslevillard;2018-09-16;2018-09-16
Visite guidée du village et de l'église Saint Michel.;Landry;2018-09-15;2018-09-15
Circuit photos des aménagements hydroélectriques du Doron de Beaufort;Hauteluce;2018-09-15;2018-09-15
Visite du château de Thomas II : une résidence comtale ruinée au coeur d'un marais protégé.;Le Bourget-du-Lac;2018-09-15;2018-09-16
Visite commentée du moulin Alpes-Hydro du Nant de la Sauge.;Villard-Léger;2018-09-15;2018-09-15
Visite du parcours-spectacle du lac d'Aiguebelette;Nances;2018-09-15;2018-09-16
Fabrication d’une mangeoire en osier;Chambéry;2018-10-06;2018-10-07
Les collections du Museum;Chambéry;2018-10-07;2018-10-10
Voyage dans le système solaire... et au-delà !;Chambéry;2018-10-06;2018-10-12
Visite libre de l'église Saint-François de Sales.;Bozel;2018-09-15;2018-09-16
Patrimoine, psychiatrie et culture : visite commentée du patrimoine du CHS de la Savoie.;Chambéry;2018-09-15;2018-09-15
1e édition du Start up week end à Chambéry;Chambéry;2019-02-01;2019-02-03
Animation lecture;Viviers-du-Lac;2019-01-19;2019-01-19
Exposition temporaire 'Des histoires plein l’assiette'.;Aillon-le-Jeune;2018-09-15;2018-09-16
Visite commentée de l'église Notre-Dame de l'Assomption.;Villaroger;2018-09-16;2018-09-16
Visite commentée 'Faire mémoire pour construire la Paix'.;Moutiers;2018-09-15;2018-09-16
Visite libre de l'hôtel de Cordon - Centre d’interprétation de l'architecture et du patrimoine du Chambéry.;Chambéry;2018-09-15;2018-09-16
sport pour toutes et tous;Chambéry;2018-09-22;2018-09-22
François Massicot architecte;LE BOURGET-DU-LAC;2017-10-14;2017-10-15
Toucher c'est permis !;Chambéry;2016-05-21;2016-05-21
Atelier 'Gria';Séez;2015-09-19;2015-09-20
Visite et démonstration de l'orgue à rouleaux;Montagny;2015-09-19;2015-09-20
Projection du documentaire '1725 - 1755 : Les Années Mandrin';Saint-Genix-sur-Guiers;2015-09-19;2015-09-20
Animations diverses jeune public et public adulte;Cognin;2015-09-19;2015-09-20
Visite commentée;La Roche-Maurice;2015-09-19;2015-09-20
'Bande dessinée - Immigration - Un siècle d'histoire(s)';Modane;2016-05-21;2016-05-21
Visite de la Chapelle;Conjux;2015-09-19;2015-09-20
Exposition 'Quatre éléphants';Chambéry;2015-09-19;2015-09-20
Visite commentée 'Voyager c'est aussi s'arrêter';Myans;2015-09-19;2015-09-20
Portes ouvertes au château des Allues;Saint-Pierre-d'Albigny;2016-09-17;2016-09-18
La révolution de l'impression 3D;Albertville;2016-10-07;2016-10-07
Oeuvre contemporaine d'Art Sacré Egise St Jean-Baptiste;Saint-Jean-de-Chevelu;2016-09-18;2016-09-18
Les Savoyards explorent le monde;Chambéry;2016-09-18;2016-09-18
Visite commentée du couvent des Capucins;Montmélian;2016-09-18;2016-09-18
Visite libre du musée gallo-romain de Chanaz;Chanaz;2016-09-17;2016-09-18
L'Opéra Discothèque;Saint-Jean-de-Maurienne;2016-06-21;2016-06-21
Collections du Muséum de Chambéry;Chambéry;2016-09-17;2016-09-18
Une alimentation à l'écoute de la nature;Chambéry;2016-10-08;2016-10-09
Flash Cordon;Chambéry;2016-09-17;2016-09-18
visite guidée de la Maison des Energies;Chambéry;2016-10-08;2016-10-09
Découverte du télégraphe Chappe du Plan de l'Ours;Saint-André;2016-09-18;2016-09-18
Visite libre de l'Espace Alu;Saint-Michel-de-Maurienne;2016-09-17;2016-09-18
Visite guidée de l'espace Saint-Eloi et de l'église baroque;Séez;2016-09-17;2016-09-17
Visite libre du moulin de Saint-Germain;Séez;2016-09-17;2016-09-18
Circuit 'La Route de l'Opinel';Saint-Jean-de-Maurienne;2016-10-09;2016-10-16
Le bourg médiéval des Marches,  village frontière de l'ancien duché de Savoie;Les Marches;2017-09-17;2017-09-17
Qu'est-ce qu'une maison forte?;Montailleur;2017-09-16;2017-09-17
Découverte des Fours communaux;Francin;2017-09-16;2017-09-17
Sainte-Chapelle;Chambéry;2017-09-16;2017-09-17
Fort de la ligne Maginot des Alpes;Modane;2017-09-15;2017-09-17
Ritournelle;Aix-les-Bains;2017-06-21;2017-06-21
Visite commentée de L’herbier du Granier;Les Marches;2017-09-16;2017-09-17
'La Loft Party ', avec TECKNI-B  + Guest;Chambéry;2017-06-21;2017-06-21
L'artisan doreur;Albertville;2017-09-17;2017-09-17
Visite libre du musée, pour élucider une énigme;Albertville;2017-09-16;2017-09-17
Quelle musique écoutait-on à l'époque de Rodin;Aix-les-Bains;2017-05-20;2017-05-20
La Nuit du Hand'Fluo;Le Bourget-du-Lac;2016-11-08;2016-11-08
Chimie et alimentation;La Chambre;2016-08-30;2016-10-12
La Maurienne : la vallée des énergies d'avenir - Equipement véhicule électrique;Saint-Rémy-de-Maurienne;2017-03-21;2017-03-21
Les enfants de l’an mil;Saint-Maurice-de-Rotherens;2017-10-11;2017-10-11
À la découverte de l’aluminium;Saint-Jean-de-Maurienne;2017-10-13;2017-10-13
Moulin Ainoz;Crest-Voland;2017-09-16;2017-09-17
Visite de la chapelle de Bonvillard;Granier;2017-09-16;2017-09-17
Michel Cartier, sculpteur et plasticien, animera les jardins de ses sculptures au Chateau des Allues;Saint-Pierre-d'Albigny;2017-09-16;2017-09-17
Visite guidée du sanctuaire marial des Vernettes.;Peisey-Nancroix;2018-09-16;2018-09-16
Val Cenis Lanslevillard - Chapelle St Sébastien de Lanslevillard;Lanslevillard;2018-09-16;2018-09-16
Lyon-Turin : pourquoi une nouvelle liaison ferroviaire ?;Modane;2017-10-09;2017-10-13
Visite du château de Montfleury;Avressieux;2018-09-15;2018-09-16
Le laboratoire d’anatomie pathologique;Chambéry;2018-10-13;2018-10-13
Destination Mars;Chambéry;2018-10-06;2018-10-07
La vie dans une goutte d’eau;Chambéry;2018-10-06;2018-10-07
Evolution et origine de l’Homme;Chambéry;2018-10-06;2018-10-07
Moustique tigre : faisons équipe avant qu’il pique !;Chambéry;2018-10-06;2018-10-07
Le Festival des Cabanes;Nances;2018-10-19;2018-10-21
Conférence RGPD;Le Bourget-du-Lac;2018-04-03;2018-04-03
Visite et exposition.;Challes-les-Eaux;2018-09-15;2018-09-15
Fabrication de moulins à eau et test dans notre fontaine pédagogique.;Cognin;2018-09-15;2018-09-16
Exposition 'En avant la musique !';Albertville;2018-05-19;2018-05-19
Claude Duverney Prêt - guitariste instrumental;Chambéry;2018-06-03;2018-06-03
Visite-atelier « Découvre les jardins à la française ! »;Chambéry;2018-06-02;2018-06-02
Exposition d'émaux sur cuivre;Saint-Pierre-d'Albigny;2019-06-07;2019-06-09
Journées nationales de l'architecture - du 13 au 15 octobre 2017;Aix-les-Bains;2017-10-13;2017-10-14
Visite du Prieuré du Bourget-du-Lac;Le Bourget-du-Lac;2016-09-17;2016-09-18
Moulin d'Aigueblanche -Village de Villargerel;Aigueblanche;2016-09-17;2016-09-17
Conflans baroque;Albertville;2016-09-18;2016-09-18
Agrandir le monde. Cartes géographiques et livres de voyages (XVe-XVIIIe siècle);Chambéry;2016-09-16;2016-09-18
Visite naturaliste 'Sus aux amis des sorcières';Saint-Christophe;2016-10-08;2016-10-08
Les trésors cachés de Montsapey;Aiguebelle;2016-09-18;2016-09-18
Projection de documentaire;Aillon-le-Jeune;2016-09-17;2016-09-18
Musée des minéraux;Bourg-Saint-Maurice;2016-09-17;2016-09-18
Visite de l'Arboretum;Villard-sur-Doron;2017-09-16;2017-09-16
Le bon fil;Saint-Maurice-de-Rotherens;2017-10-14;2017-10-15
Le corindon, de la tonne aux micro grammes;La Bathie;2017-10-11;2017-10-13
La zététique : esprit critique es-tu là ?;Chambéry;2017-10-07;2017-10-08
Tour Sarrazine;Bozel;2016-09-17;2016-09-18
Tour Montmayeur;Aime;2016-09-17;2016-09-18
Salle des Délibérations;Chambéry;2016-09-17;2016-09-18
Visite libres et guidées des galeries de mine;Saint-Georges-des-Hurtières;2016-09-17;2016-09-18
Musée du Félicien;Argentine;2016-09-17;2016-09-18
Allées contées;Chambéry;2016-09-17;2016-09-17
Chapelle Saint-Grat de Vulmix;Bourg-Saint-Maurice;2016-09-17;2016-09-18
Chorale 'Gens du Pays';Saint-Jean-de-Maurienne;2016-06-21;2016-06-21
Tournerie hydraulique à Saint Pierre d’Entremont le long du Guiers Vif;Saint-Pierre-d'Entremont;2016-09-18;2016-09-18
Exposition Pierre David 'De l'usage de l'autre';Chambéry;2016-09-16;2016-09-18
Coopérative laitière du Beaufortain;Beaufort;2016-10-08;2016-10-15
Visite de l'église Saint-Jean-Baptiste-de Cléry;Cléry;2016-09-17;2016-09-18
Découvrez l'église de Cléry !;Cléry;2017-09-16;2017-09-17
Visite libre du musée Opinel;Saint-Jean-de-Maurienne;2017-09-15;2017-09-17
Géométrie libre;Chambéry;2017-09-16;2017-09-16
Fete nat;Méry;2017-07-14;2017-07-14
Soirée DJ;Aix-les-Bains;2017-06-21;2017-06-21
Lady-note;Aix-les-Bains;2017-06-21;2017-06-21
Le mariage sous toutes ses formes;Les Marches;2017-09-16;2017-09-17
Visite d'une ferme et de son musée de machines et d’outils agricoles anciens;Les Marches;2017-09-16;2017-09-17
Visite guidée de la Ferme de Bressieux;Bassens;2017-09-16;2017-09-16
Scène de l'Hôtel de Ville;Chambéry;2017-06-21;2017-06-21
Halle Decroux;La Motte-Servolex;2017-06-21;2017-06-21
Tour mi-ronde;Chambéry;2017-09-16;2017-09-17
Présentation du process d'incinération et de valorisation énergétique.;Chambéry;2017-09-16;2017-09-16
Espace muséographique;Séez;2017-09-16;2017-09-17
château de carron;Francin;2016-09-17;2016-09-18
Des industries qui recrutent en Maurienne..…;Saint-Jean-de-Maurienne;2017-03-22;2017-03-22
Challenge sportif et retransmission de la finale sur écran géant;Le Bourget-du-Lac;2017-01-29;2017-01-29
concours;Cognin;2017-09-16;2017-09-16
'Carceri d'invenzione', oeuvre numérique de Grégoire Dupond, d'après Giovanni-Battista Piranesi;Chambéry;2015-05-16;2015-05-16
Les vénus de la préhistoire;Entremont-le-Vieux;2014-05-17;2014-05-17
Visite du nouvel hôpital commentée en langue des signes;Chambéry;2015-09-19;2015-09-19
Visite non guidée de l'Espace Alu;Saint-Michel-de-Maurienne;2015-05-16;2015-05-16
STAGE SEJOUR ATELIER AU JARDIN 'POTAGE' 3j en semaine;Saint-Pierre-d'Albigny;2016-03-08;2016-03-11
Le château Thomas II et son marais protégé;Le Bourget-du-Lac;2016-09-17;2016-09-18
Scène de l'Aquarium;Aix-les-Bains;2015-06-21;2015-06-21
Visite commentée ''Voyage dans la vie quotidienne de la Rotonde SNCF';Chambéry;2015-09-19;2015-09-20
Visite commentée de l'école maternelle du Centre par l'architecte auteur de la réhabilitation;Aix-les-Bains;2015-09-19;2015-09-20
Visite commentée 'le quartier de l'hôpital';Chambéry;2015-09-20;2015-09-20
Portraits de famille;Aillon-le-Jeune;2015-09-20;2015-09-20
Tournoi universitaire de greenball;Le Bourget-du-Lac;2016-04-07;2016-04-07
Fournée de pains au Moulin de Saint-Germain;Séez;2015-09-19;2015-09-19
Aventure minière;Saint-Georges-des-Hurtières;2015-09-19;2015-09-20
Place au numérique !;Termignon;2018-01-20;2018-01-20
Visite libre de l'Arche d'Oé.;Aussois;2018-09-15;2018-09-16
Visite libre de l'église St Barthélémy.;Hautecour;2018-09-16;2018-09-16
Inauguration de la salle d'interprétation des Charmettes.;Chambéry;2018-09-15;2018-09-16
Repas gallo-romain.;Chanaz;2018-09-15;2018-09-15
Visite libre audioguidée.;Aillon-le-Jeune;2018-09-15;2018-09-16
Visite des canaux d'irrigation d'Hauteville-Gondon.;Bourg-Saint-Maurice;2018-09-15;2018-09-15
Visite commentée du moulin Morand.;Arith;2018-09-15;2018-09-16
Visite commentée de la barrière de l'Esseillon.;Aussois;2018-09-15;2018-09-15
Visite du faubourg Montmélian : 'Du théâtre au château de Buisson Rond, sur les traces du général de Boigne'.;Chambéry;2018-09-15;2018-09-15
Animation pédagogique et travaux pratiques sur le thème du partage avec nos compagnons à quatre pattes.;Saint-Pierre-d'Albigny;2018-09-15;2018-09-16
Visite libre 'La tour Trésorerie'.;Chambéry;2018-09-15;2018-09-16
Visite libre de la Cité des Arts de Chambéry.;Chambéry;2018-09-15;2018-09-15
Exposition temporaire 'Opinel Séries'.;Saint-Jean-de-Maurienne;2018-09-14;2018-09-16
Animation jeune public.;La Giettaz;2018-09-15;2018-09-15
Visite guidée et commentée de l'église Saint Nicolas;Saint-Nicolas-la-Chapelle;2018-09-15;2018-09-15
Balade historique dans les villages de Peisey et du Villaret.;Peisey-Nancroix;2018-09-15;2018-09-15
Démonstration 'Partage de savoir-faire'.;Flumet;2018-09-15;2018-09-16
The Sun trip, une aventure solaire;Chambéry;2018-10-13;2018-10-13
Soirée lecture au musée;Aussois;2019-01-19;2019-01-19
Bienvenue dans le Bayou;Chambéry;2019-01-19;2019-01-19
Market Meet-Up;Le Bourget-du-Lac;2018-04-11;2018-04-11
Le Cantique du Kantique - Eric Roux-Fontaine;Chambéry;2018-05-19;2018-05-19
Visite commentée des vestiges du fort de Montmélian.;Montmélian;2018-09-15;2018-09-16
Jeu découverte.;Chambéry;2018-09-15;2018-09-16
Visite du chantier de restauration de la Leysse à vélo;Chambéry;2018-09-16;2018-09-16
Visite de la chapelle Notre-Dame des Grâces.;Chamoux-sur-Gelon;2018-09-15;2018-09-16
Visite de la coopérative laitière de Haute Maurienne Vanoise.;Lanslebourg-Mont-Cenis;2018-09-15;2018-09-15
Exposition 'Les émaux sur cuivre de Fabrice Rotenhauser'.;Saint-Pierre-d'Albigny;2018-09-15;2018-09-16
Visite guidée de la Centrale Hydroélectrique du Bonrieu;Bozel;2018-09-15;2018-09-15
Découverte des différents énergies du Groupe EDF;Villarodin-Bourget;2016-03-17;2016-03-17
ODE à l'Humain par Eric Gallardon suivi d'un groupe surprise amp scène ouverte;Lescheraines;2015-11-26;2015-11-26
Patrimoine et évolution architecturale du centre hospitalier;Chambéry;2015-09-19;2015-09-20
Conte ' Les pirates du canal ';Cognin;2015-05-16;2015-05-16
la Barrière de l'Esseillon;Aussois;2015-09-20;2015-09-20
Visite commentée de l''Académie de Savoie;Chambéry;2015-09-19;2015-09-20
AURELIEN DULARD ET MURIEL JANTZEN;Lescheraines;2014-11-27;2014-11-29
Visite guidée Rousseau, l'homme de la Nature;Chambéry;2015-06-05;2015-06-07
Promenade 'Le jardin suspendu';Chambéry;2015-06-05;2015-06-07
Circuit 'Patrimoine urbain - Construire la ville sur la ville';Moûtiers;2015-09-19;2015-09-20
Exposition temporaire 'La vie est un sport';Modane;2015-09-19;2015-09-20
Visite libre de l'église Saint-Maurice;Bourg-Saint-Maurice;2015-09-20;2015-09-20
Visite commentée de l'église Notre Dame de l'Assomption;Aussois;2015-09-19;2015-09-20
Visite de l'église des Carmes et de la source Saint-Félix;Le Pont-de-Beauvoisin;2015-09-19;2015-09-20
Pause Charmettes;Chambéry;2016-06-04;2016-06-05
Visite commentée de la chapelle;Saint-Alban-des-Hurtières;2015-09-19;2015-09-19
Pierre Menta;Beaufort;2016-03-09;2016-03-09
Séance Plénière Savoie Angels;Le Bourget-du-Lac;2014-09-25;2014-09-25
Albertville, regards d'architecte;Albertville;2017-10-14;2017-10-14
Les coulisses du Phare;Chambéry;2017-09-17;2017-09-17
Soirée autour du centenaire de la mort de Rodin;Aix-les-Bains;2017-05-20;2017-05-20
La plateforme de compostage de Champlat;Chambéry;2016-09-17;2016-09-17
« La centralité et le confortement des bourgs»;Grésy-sur-Isère;2017-11-02;2017-11-02
Exposition inédite : L'histoire étonnante des bandages herniaires ou quand les héros soignent leurs petits bobos;Saint-Genix-sur-Guiers;2016-09-17;2016-09-18
Diapo-débat;Aillon-le-Jeune;2016-09-17;2016-09-17
Marwall and the B;Saint-Jean-de-Maurienne;2016-06-21;2016-06-21
Stand/animation migration;Chambéry;2016-10-08;2016-10-09
Visite à la carte en famille;Chambéry;2016-09-17;2016-09-18
La démocratie au village;Moutiers;2016-09-17;2016-09-18
Musée régional de la vigne et du vin;Montmélian;2016-09-17;2016-09-18
Puits d'eau potable Pasteur;Chambéry;2016-09-17;2016-09-17
Atelier en famille 'Herborisez!';Chambéry;2017-09-17;2017-09-17
Les combats de la dernière guerre;Séez;2017-09-17;2017-09-17
Découverte de l'hôtel de Cordon;Chambéry;2017-09-16;2017-09-17
Rencontre avec l’association Indigo;Saint-Maurice-de-Rotherens;2017-09-17;2017-09-17
Conférence et projection de photos;Montsapey;2017-09-16;2017-09-16
Visite culturelle;La Motte-Servolex;2017-09-17;2017-09-17
Exposition Rêves de lac – Jean-Louis Chanéac : Architectures aixoises;Aix-les-Bains;2017-09-16;2017-09-17
Les Squirrels + Soleilla + Double H;La Motte-Servolex;2017-06-21;2017-06-21
Chasse aux trésors;Yenne;2017-09-16;2017-09-16
Visite libre du Musée gallo-romain de Chanaz;Chanaz;2017-09-15;2017-09-17
Beaufortain: Diaporama et témoignages sur 'l'eau et ses usages';Beaufort;2016-09-17;2016-09-17
Galletti...citoyen européen, citoyen du monde;Saint-Maurice-de-Rotherens;2016-09-17;2016-09-18
A la découverte des particules et des rayons cosmiques;Modane;2016-10-10;2016-10-14
Visite du Musée d'arts et traditions populaires du Val d'Arly;Ugine;2016-09-18;2016-09-18
Vous avez dit plantes inférieures ? Les mousses existent depuis 440 millions d’années !;Bourg-Saint-Maurice;2017-10-09;2017-10-13
Rois, reines et châteaux - lecture à voix haute de « Roule Galette » par les enfants de la commune;Motz;2018-01-20;2018-01-20
Visite libre.;Aime;2018-09-15;2018-09-16
Visite commentée du musée : 'à la rencontre du passé'.;Fourneaux;2018-09-15;2018-09-15
Tournage Savoyard;Albertville;2018-02-26;2018-02-26
Idées reçues à propos de l'eau;Aiguebelle;2018-10-13;2018-10-13
La Fête du Soleil et des Planètes des plus petits !;Chambéry;2018-10-06;2018-10-07
Les petits secrets de l’Univers;Chambéry;2018-10-06;2018-10-07
Entre Midi amp Science : En 2050, à quoi ressembleront nos réseaux électriques ?;Chambéry;2018-10-09;2018-10-09
Visite libre du musée d'histoire et d'archéologie.;Moutiers;2018-09-15;2018-09-16
Visite commentée de l'église d'Argentine.;Argentine;2018-09-15;2018-09-16
Atelier : « Chœur poétique »;Saint-Maurice-de-Rotherens;2018-09-16;2018-09-16
Projection du court métrage 'Sur les traces des britanniques à Aix les bains'.;Aix-les-Bains;2018-09-16;2018-09-16
Visite commentée de l'église Saint-Martin.;Chamoux-sur-Gelon;2018-09-16;2018-09-16
Visite commentée de l'exposition 'Femmes photographes'.;Montmélian;2018-09-16;2018-09-16
Atelier d'art floral à partir des végétaux des jardins et du potager.;Saint-Pierre-d'Albigny;2018-09-15;2018-09-16
Visite libre des fours communaux.;Francin;2018-09-16;2018-09-16
Visite du four à chaux et de la chapelle de la Bourgeat.;Bourg-Saint-Maurice;2018-09-16;2018-09-16
Le puits d'eau potable Pasteur;Chambéry;2018-09-15;2018-09-15
Visite libre de la salle des délibérations du département de la Savoie.;Chambéry;2018-09-15;2018-09-16
'Ducs des Alpes : le théâtre des princes - 1559-1697'.;Chambéry;2018-09-15;2018-09-16
Présentation du projet « Se fondre dans le décor ».;Chambéry;2018-09-15;2018-09-16
Orange Bud / Résidence Au Totem / Chambéry (73);Chambéry;2013-10-09;2013-10-11
AIX EN SAVOIE / GRAND BESANCON DOUBS HB;Aix-les-Bains;2016-04-30;2016-04-30
Visite libre de l'église de Saint-François de Sales;Bozel;2015-09-19;2015-09-20
Visite de l'exposition 'Sébastien Castellion, défenseur de la liberté de conscience';Aix-les-Bains;2015-09-19;2015-09-20
Découverte de l'ancienne église Saint-Pierre-aux-Liens;Grésy-sur-Isère;2015-09-19;2015-09-20
Découvrez le goût du Beaufortain !;Beaufort;2015-09-19;2015-09-20
Philippe QUOTUREL et Nicolas LAVARENNE : Peintures et Sculptures.;Aix-les-Bains;2015-05-16;2015-05-16
Retour d'un tableau volé;Aix-les-Bains;2015-05-16;2015-05-16
Jeu d'énigme 'Mystère à Cordon - 2';Chambéry;2015-09-19;2015-09-20
Visite du village de Corbel et de son patrimoine;Corbel;2015-09-19;2015-09-20
Visite audioguidée 'Les plantes qui parlent';Chambéry;2015-06-05;2015-06-07
Chambéry - Toulouse;;2015-11-19;2015-11-19
Découverte des différents énergies du Groupe EDF;Planay;2016-03-17;2016-03-17
Copinage : La Tournée des Bauges - The Pussywarmers and Réka + Fara Del Ourya;Bellecombe-en-Bauges;2015-03-20;2015-03-20
Visite guidée : découverte à la lanterne des artisans et chantiers d'autrefois;Moutiers;2016-05-21;2016-05-21
Découverte des différents énergies du Groupe EDF;Avrieux;2016-03-14;2016-03-14
JUNGLE JULIA;Lescheraines;2014-11-29;2014-11-29
Exposition: 'OPINEL, un petit panel…';Cognin;2015-09-19;2015-09-20
Visite de l'Ancien Hôpital;Bassens;2015-09-19;2015-09-19
Visite libre;Aime;2015-09-19;2015-09-20
vallon architecte;CHAMBERY;2017-10-14;2017-10-15
Ali Danel;Lescheraines;2017-11-24;2017-11-24
Scène ouverte;Lescheraines;2017-11-23;2017-11-23
Découvertes des orgues;Chambéry;2017-09-16;2017-09-17
Visites libres de l'église orthodoxe Saint-Nicolas / Saint-Alexis d'Ugine;Ugine;2017-09-17;2017-09-17
• visite de terrain - espace multi-activités de Grésy-sur-Isère •;Grésy-sur-Isère;2017-10-10;2017-10-10
Visite accompagnée de l'exposition;Chambéry;2017-09-17;2017-09-17
Norvège - Hongrie;Albertville;2017-01-24;2017-01-24
Exposition temporaire 'Histoires d'anniversaires : une ville, un musée';Albertville;2016-09-18;2016-09-18
Marché artisanal;Chanaz;2016-09-18;2016-09-18
Rencontre d'artiste, expérimentation musicale;Aix-les-Bains;2016-05-21;2016-05-21
test open agenda;Francin;2016-12-09;2016-12-09
Terres Australes et Antarctiques Françaises;Moutiers;2016-10-17;2016-12-30
Grand Carillon;Chambéry;2016-09-17;2016-09-18
Visite de l'Hôtel de Ville;Chambéry;2016-09-17;2016-09-17
Découverte de l'orgue;Chambéry;2016-09-17;2016-09-18
Les Hauts-de-Chambéry : visite guidée;Chambéry;2017-09-16;2017-09-16
Salles basses;Chambéry;2017-09-16;2017-09-17
Déambulation nocturne en lecture;Termignon;2017-01-14;2017-01-14
La chimie se dévoile;Le Bourget-du-Lac;2017-10-10;2017-10-12
Santé : que croire ? qui croire ?;Chambéry;2017-10-12;2017-10-12
Visite commentée 'Les grands hommes et la montagne';Chambéry;2017-09-16;2017-09-16
Les visiteurs du soir;Moutiers;2017-05-20;2017-05-20
Visite libre de l'église Saint-Nicolas;Mâcot-la-Plagne;2016-09-17;2016-09-18
Sur le chemin du baroque, église de Saint-Alban-d'Hurtières;Saint-Alban-d'Hurtières;2016-09-17;2016-09-17
Sortie Patrimoine d'alpage au Revard;Montcel;2017-09-16;2017-09-16
Découverte d'un poste historique télégraphique optique Chappe en fonctionnement.;Saint-André;2017-09-17;2017-09-17
Si la Chartreuse m'était dansée;Aillon-le-Jeune;2016-09-18;2016-09-18
Bons baisers d'Aix-les-Bains;Aix-les-Bains;2017-09-16;2017-09-17
Jean-Luc FONTÈS;Saint-Jean-de-Maurienne;2016-06-21;2016-06-21
L'exploration des canaux de Patagonie : cinq siècles de construction cartographique;Chambéry;2016-10-08;2016-10-08
Chapelle N.D. des Grâces à Chamoux-sur-Gelon;Chamoux-sur-Gelon;2016-09-18;2016-09-18
Eglise Saint Nicolas de Montrond (73300);Saint-Jean-de-Maurienne;2016-07-02;2016-07-02
